Is_CH,SCH_S,ADV_S,Expaned Energy,Data_Sent_To_BS,DATA_R,JOIN_R,JOIN_S,ADV_R,Rank,DATA_S,dist_CH_To_BS,Dist_To_CH,SCH_R,label
0,0,0,0.17149,0,0,0,1,5,7,103,0.0,12.06039,1,0
0,0,0,0.00589,0,0,0,1,3,1,0,0.0,70.28638,0,0
0,0,0,0.19947,0,0,0,1,7,1,120,0.0,12.9963,1,0
0,0,0,0.30108,0,0,0,1,27,4,131,0.0,19.74436,1,0
0,0,0,0.18404,0,0,0,1,8,7,111,0.0,6.48182,1,0
0,0,0,1.03222,13,611,0,0,0,0,13,134.29469,0.0,0,0
0,0,0,0.08726,0,0,0,1,8,4,49,0.0,38.34803,1,0
1,0,1,0.00966,0,4,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.0767,0,0,0,1,2,9,43,0.0,35.01288,1,0
0,0,0,0.2653,0,0,0,1,8,1,160,0.0,17.19906,1,0
0,0,0,0.07598,0,0,0,1,4,31,27,0.0,47.65673,1,0
1,0,1,0.02892,0,0,0,0,24,0,0,0.0,0.0,0,2
0,0,0,0.073,0,0,0,1,4,1,41,0.0,35.35046,1,0
0,0,0,0.07274,0,0,0,1,4,10,41,0.0,27.63014,1,0
0,0,0,0.12198,0,0,0,1,7,1,72,0.0,19.37072,1,0
0,0,0,0.10176,0,0,0,1,6,18,60,0.0,13.02534,1,0
0,0,0,0.21827,13,104,0,0,0,0,13,88.47785,0.0,0,0
0,0,0,0.66874,13,351,0,0,0,0,13,150.31682,0.0,0,0
1,0,1,0.93472,0,0,0,0,7,0,0,0.0,0.0,0,1
0,0,0,0.06304,0,0,0,1,2,34,35,0.0,37.43835,1,0
0,0,0,0.08623,0,0,0,1,7,11,48,0.0,31.44014,1,0
0,0,0,0.05883,0,0,0,1,4,39,32,0.0,46.45309,1,0
0,0,0,0.09229,0,0,0,1,3,11,53,0.0,26.46346,1,0
1,0,1,0.02546,0,0,0,0,24,0,0,0.0,0.0,0,2
1,4,1,0.00622,0,0,4,0,7,0,0,0.0,0.0,0,4
1,0,1,0.01987,2,0,0,0,9,0,0,157.62914,0.0,0,2
1,27,1,0.5645,0,0,27,0,4,0,0,0.0,0.0,0,4
0,0,0,0.64462,13,377,0,0,0,0,13,112.10396,0.0,0,0
1,0,1,1.40435,19,645,0,0,9,0,0,140.65485,0.0,0,2
0,0,0,0.11724,0,0,0,1,7,10,72,0.0,19.20478,1,0
0,0,0,0.06136,0,0,0,1,6,15,34,0.0,27.57493,1,0
0,0,0,0.24439,13,104,0,0,0,0,13,145.08942,0.0,0,0
0,0,0,0.11505,0,0,0,1,5,14,68,0.0,16.6007,1,0
0,0,0,0.08438,0,0,0,1,6,1,49,0.0,7.88652,1,0
0,0,0,0.07805,0,0,0,1,3,1,43,0.0,48.29959,1,0
0,0,0,0.1172,0,0,0,1,6,1,68,0.0,25.92709,1,0
0,0,0,0.12681,0,0,0,1,8,10,76,0.0,34.34825,1,0
0,0,0,0.03473,0,0,0,1,2,15,16,0.0,68.78458,1,0
0,0,0,1.39152,0,0,0,1,27,3,0,0.0,81.93001,0,0
0,0,0,0.09431,0,0,0,1,7,1,51,0.0,58.89035,1,0
1,0,1,0.0046,0,6,0,0,24,0,0,0.0,0.0,0,1
0,0,0,0.41986,5,403,0,0,6,17,5,125.95962,0.0,0,0
0,0,0,0.10192,0,0,0,1,4,1,60,0.0,13.68597,1,0
0,0,0,0.15021,0,0,0,1,8,10,90,0.0,11.22015,1,0
1,0,1,0.00446,0,0,0,0,24,0,0,0.0,0.0,0,1
0,0,0,0.0991,0,0,0,1,4,14,57,0.0,33.18478,1,0
1,0,1,0.00224,0,6,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.20042,0,0,0,1,10,1,120,0.0,19.18332,1,0
0,0,0,0.08216,0,0,0,1,5,3,46,0.0,36.29324,1,0
0,0,0,1.06695,0,0,0,1,3,1,45,0.0,75.12219,1,0
0,0,0,0.04035,0,0,0,1,3,66,17,0.0,99.63914,1,0
0,0,0,0.2372,0,0,0,1,7,5,144,0.0,2.56523,1,0
1,1,1,0.00731,0,1155,21,0,6,0,0,0.0,0.0,0,1
0,0,0,1.22886,0,0,0,1,28,3,0,0.0,12.10565,0,0
0,0,0,0.06672,0,0,0,1,6,1,37,0.0,34.24914,1,0
0,0,0,0.1048,0,0,0,1,6,17,60,0.0,38.81668,1,0
1,1,1,2.31484,0,245,4,0,3,0,0,0.0,0.0,0,1
0,0,0,1.83662,13,1200,0,0,14,19,13,129.4039,0.0,0,0
0,0,0,0.09814,0,0,0,1,6,16,57,0.0,26.11308,1,0
0,0,0,0.06823,0,0,0,1,8,29,39,0.0,17.77454,1,0
0,0,0,0.0348,0,0,0,1,4,1,18,0.0,27.54692,1,0
1,0,1,0.04778,0,0,0,0,24,0,0,0.0,0.0,0,2
0,0,0,1.60157,0,0,0,1,28,30,0,0.0,24.27063,0,0
0,0,0,0.07437,0,0,0,1,5,25,41,0.0,46.50297,1,0
0,0,0,0.16305,36,0,0,1,6,6,96,98.44476,27.41473,1,0
0,0,0,0.08291,0,0,0,1,6,22,48,0.0,20.89035,1,0
0,0,0,0.04281,0,0,0,1,2,1,22,0.0,48.4395,1,0
0,0,0,0.16089,0,0,0,1,9,10,96,0.0,18.81362,1,0
0,0,0,0.0603,0,0,0,1,5,26,32,0.0,54.68755,1,0
0,0,0,0.05367,0,0,0,1,4,33,30,0.0,18.07686,1,0
0,0,0,0.10556,0,0,0,1,3,3,62,0.0,1.1225,1,0
1,0,1,0.00224,0,10,0,0,26,0,0,0.0,0.0,0,1
0,0,0,1.46509,12,1070,0,0,10,1,12,113.5812,0.0,0,0
0,0,0,0.06079,0,0,0,1,3,13,32,0.0,56.95018,1,0
0,0,0,0.11799,0,0,0,1,5,1,68,0.0,37.95087,1,0
0,0,0,0.06504,0,0,0,1,4,32,35,0.0,52.9479,1,0
0,0,0,0.24435,13,78,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.06029,0,0,0,1,7,30,34,0.0,20.67517,1,0
0,0,0,0.26533,0,0,0,1,8,1,160,0.0,20.03766,1,0
0,0,0,0.03457,0,0,0,1,4,1,18,0.0,11.56148,1,0
1,0,1,0.00449,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.2595,0,0,0,1,8,4,160,0.0,16.66963,1,0
0,0,0,0.15275,0,0,0,1,6,6,85,0.0,56.38122,1,0
0,0,0,0.24438,13,104,0,0,0,0,13,145.08942,0.0,0,0
0,0,0,0.06766,0,0,0,1,5,27,42,0.0,6.46883,1,0
0,0,0,0.6375,13,377,0,0,0,0,13,85.19787,0.0,0,0
1,1,1,2.02062,32,1140,19,0,5,0,0,93.93772,0.0,0,2
0,0,0,0.0378,0,0,0,1,2,26,17,0.0,73.39362,1,0
0,0,0,0.05719,0,0,0,1,3,1,32,0.0,22.1533,1,0
0,0,0,0.04157,0,0,0,1,4,19,21,0.0,30.59753,1,0
0,0,0,0.33819,0,0,0,1,7,2,206,0.0,12.56667,1,0
0,0,0,0.11198,0,0,0,1,9,1,65,0.0,27.52874,1,0
0,0,0,0.07449,0,0,0,1,7,18,43,0.0,8.92526,1,0
0,0,0,0.15173,0,0,0,1,4,4,90,0.0,15.16097,1,0
1,0,1,0.00675,2,0,0,0,25,0,0,114.69227,0.0,0,2
1,0,38,2.41454,16,706,0,0,28,0,0,106.00659,0.0,0,3
1,1,1,0.24052,12,498,5,0,12,0,0,135.99113,0.0,0,2
0,0,0,0.23719,0,0,0,1,8,4,144,0.0,3.29968,1,0
0,0,0,0.07001,0,0,0,1,6,1,40,0.0,11.3195,1,0
0,0,0,0.0294,0,0,0,1,1,28,13,0.0,71.93284,1,0
0,0,0,0.42141,0,0,0,1,28,1,0,0.0,18.79648,0,0
0,0,0,0.08329,0,0,0,1,6,14,48,0.0,18.95455,1,0
0,0,0,0.04144,0,0,0,1,3,29,22,0.0,24.91723,1,0
1,0,1,1.09579,0,0,0,0,18,0,0,0.0,0.0,0,1
0,0,0,1.04312,13,613,0,0,0,0,13,87.94208,0.0,0,0
0,0,0,0.18452,0,0,2,1,3,19,12,0.52145,37.08007,1,4
0,0,0,0.07125,0,0,0,1,7,1,41,0.0,11.70247,1,0
0,0,0,1.67152,0,241,0,1,27,13,0,0.0,14.28077,1,0
0,0,0,0.05132,8,0,0,1,2,59,17,83.52531,122.59603,1,0
0,0,0,0.23819,0,0,0,1,7,4,144,0.0,13.68467,1,0
1,1,1,0.00647,0,639,4,0,8,0,0,0.0,0.0,0,1
0,0,0,0.03822,0,0,0,1,3,5,19,0.0,44.27672,1,0
0,0,0,0.0399,0,0,0,1,3,1,21,0.0,14.31829,1,0
0,0,0,0.17063,0,0,0,1,6,6,90,0.0,18.11384,1,0
0,0,0,0.64309,13,325,0,0,0,0,13,112.30237,0.0,0,0
0,0,0,0.10781,0,0,0,1,27,2,60,0.0,46.74396,1,0
0,0,0,0.19917,0,0,0,1,8,1,120,0.0,9.00742,1,0
0,0,0,0.23776,0,0,0,1,9,1,144,0.0,10.93194,1,0
0,0,0,0.15022,0,0,0,1,11,1,90,0.0,8.74664,1,0
0,0,0,0.18475,21,0,0,1,4,7,111,98.44476,14.13451,1,0
0,0,0,0.19863,0,0,0,1,8,4,120,0.0,2.67761,1,0
0,0,0,0.62812,13,351,0,0,0,0,13,122.27536,0.0,0,0
0,0,0,0.11511,0,0,0,1,5,7,68,0.0,3.86226,1,0
0,0,0,1.37944,0,0,0,1,4,1,49,0.0,34.99182,1,0
0,0,0,0.04832,0,0,0,1,4,1,26,0.0,29.14052,1,0
1,0,1,0.01336,0,12,0,0,10,0,0,0.0,0.0,0,1
0,0,0,0.09229,0,0,0,1,2,6,48,0.0,71.49051,1,0
0,0,0,0.03831,0,0,0,1,2,1,20,0.0,9.80832,1,0
0,0,0,0.16099,0,0,0,1,7,1,96,0.0,19.8157,1,0
0,0,0,1.70844,0,0,0,1,27,36,25,0.0,31.14638,1,0
0,0,0,0.11052,0,0,0,1,5,2,65,0.0,5.28934,1,0
0,0,0,0.1358,0,0,0,1,7,11,80,0.0,25.61742,1,0
0,0,0,0.03002,6,0,0,1,2,42,15,125.33277,25.56164,1,0
0,0,0,0.6504,13,377,0,0,0,0,13,124.78459,0.0,0,0
0,0,0,1.04826,13,582,0,0,0,1,13,155.41802,0.0,0,0
0,0,0,0.70142,0,0,0,1,10,8,111,0.0,22.4123,1,0
0,0,0,0.09698,0,0,0,1,6,15,57,0.0,6.98337,1,0
0,0,0,0.04948,0,0,0,1,2,13,27,0.0,13.82769,1,0
0,0,0,0.21685,0,0,0,1,12,4,131,0.0,12.97754,1,0
0,0,0,0.03706,11,0,0,1,2,20,19,129.89074,29.89847,1,0
0,0,0,0.09526,0,0,0,1,4,14,55,0.0,28.40626,1,0
0,0,0,0.08605,0,0,0,1,28,1,49,0.0,21.13983,1,0
0,0,0,0.06785,0,0,0,1,8,27,39,0.0,7.29077,1,0
0,0,0,0.68327,13,351,0,0,0,0,13,163.97117,0.0,0,0
0,0,0,1.87492,0,0,0,1,5,1,160,0.0,25.75775,1,0
0,0,0,0.26703,0,0,0,1,5,1,160,0.0,26.50588,1,0
0,0,0,0.26473,0,0,0,1,6,2,160,0.0,13.20457,1,0
0,0,0,0.10224,0,0,0,1,8,15,60,0.0,16.29592,1,0
1,0,1,0.01921,0,1,0,0,25,0,0,0.0,0.0,0,2
0,0,0,0.1568,0,0,0,1,7,6,90,0.0,43.49759,1,0
0,0,0,0.63799,13,377,0,0,0,0,13,88.39737,0.0,0,0
0,0,0,0.02322,0,0,0,1,1,42,13,0.0,37.11947,1,0
1,0,20,0.22079,13,0,0,0,28,0,0,88.47785,0.0,0,3
0,0,0,1.25189,0,7,0,1,4,7,0,0.0,15.99122,0,0
0,0,0,0.16183,0,0,0,1,6,1,96,0.0,20.84027,1,0
0,0,0,0.02703,0,0,0,1,1,36,13,0.0,21.52629,1,0
0,0,0,0.09816,0,0,0,1,6,1,57,0.0,23.84253,1,0
0,0,0,0.10963,0,0,0,1,4,1,65,0.0,9.51954,1,0
1,0,1,0.04509,1,0,0,0,26,0,0,92.58541,0.0,0,2
0,0,0,0.0315,0,0,0,1,9,67,15,0.0,41.689,1,0
1,0,1,0.04642,1,0,0,0,26,0,0,75.52972,0.0,0,2
0,0,0,0.93475,7,1057,0,0,6,1,7,146.45258,0.0,0,0
0,0,0,0.07729,0,0,0,1,6,1,45,0.0,8.15168,1,0
0,0,0,0.18491,0,0,0,1,7,4,111,0.0,12.02139,1,0
1,0,1,0.01082,0,0,0,0,9,0,0,0.0,0.0,0,2
0,0,0,0.0354,0,0,0,1,4,6,17,0.0,30.46536,1,0
0,0,0,0.08875,0,0,0,1,5,22,51,0.0,31.14638,1,0
0,0,0,0.10499,0,0,0,1,8,1,62,0.0,2.01229,1,0
0,0,0,0.21652,13,91,0,0,0,0,13,136.03878,0.0,0,0
0,0,0,0.12157,13,26,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.05072,0,0,0,1,3,20,28,0.0,8.75063,1,0
0,0,0,0.06479,0,0,0,1,2,1,26,0.0,32.02287,1,0
0,0,0,0.16025,0,0,0,1,4,1,96,0.0,14.58759,1,0
0,0,0,0.13722,0,0,0,1,9,1,80,0.0,29.64269,1,0
0,0,0,0.12395,0,0,0,1,4,1,72,0.0,31.27299,1,0
0,0,0,0.17198,0,0,0,1,6,1,103,0.0,14.89255,1,0
0,0,0,0.03357,0,0,0,1,1,9,17,0.0,23.25138,1,0
0,0,0,0.11827,0,0,0,1,5,1,68,0.0,38.98555,1,0
0,0,0,0.04621,0,0,0,1,3,45,24,0.0,53.03469,1,0
0,0,0,0.06467,0,0,0,1,2,2,36,0.0,25.10244,1,0
0,0,0,1.85346,0,0,0,1,5,3,144,0.0,38.81668,1,0
0,0,0,0.18618,2,0,0,1,4,7,111,88.47785,22.90374,1,0
0,0,0,0.06912,0,0,0,1,4,1,39,0.0,30.3883,1,0
0,0,0,0.04518,0,0,0,1,6,1,24,0.0,23.49214,1,0
0,0,0,0.62156,0,0,0,1,5,1,46,0.0,34.91398,1,0
0,0,0,0.06556,0,0,0,1,5,8,37,0.0,14.02563,1,0
0,0,0,0.07072,0,0,0,1,3,1,39,0.0,36.09421,1,0
0,0,0,0.07953,0,0,0,1,6,4,45,0.0,27.66529,1,0
0,0,0,0.58054,0,0,0,1,28,1,241,0.0,12.95404,1,0
0,0,0,0.16676,0,0,0,1,8,2,103,0.0,6.65719,1,0
0,0,0,0.07449,0,0,0,1,2,4,41,0.0,39.74039,1,0
0,0,0,0.09555,0,0,0,1,6,1,51,0.0,60.83637,1,0
0,0,0,0.05242,0,0,0,1,2,39,28,0.0,48.33045,1,0
0,0,0,0.21745,13,117,0,0,0,0,13,81.53642,0.0,0,0
0,0,0,1.06242,13,611,0,0,0,0,13,106.67446,0.0,0,0
1,18,1,0.01134,0,0,9,0,0,0,0,107.23952,0.0,0,4
1,0,1,0.00583,0,0,0,0,24,0,0,0.0,0.0,0,1
1,1,1,2.44551,68,1088,16,0,3,0,0,129.87828,0.0,0,0
0,0,0,0.40416,0,0,0,1,7,1,241,0.0,32.53137,1,0
0,0,0,0.08148,0,0,0,1,6,1,46,0.0,23.97977,1,0
0,0,0,0.10646,0,0,0,1,4,1,62,0.0,26.37617,1,0
0,0,0,0.03879,0,0,0,1,2,1,14,0.0,112.32502,1,0
0,0,0,0.061,0,0,0,1,3,37,32,0.0,50.63469,1,0
0,0,0,1.06288,13,611,0,0,0,0,13,112.46476,0.0,0,0
0,0,0,0.78818,0,0,0,1,28,9,45,0.0,28.27586,1,0
0,0,0,1.1211,13,697,0,0,1,4,13,103.08993,0.0,0,0
1,40,1,1.88603,0,0,8,0,4,0,0,0.0,0.00257,0,4
1,0,1,0.05806,2,0,0,0,9,0,0,0.0,0.0,0,2
0,0,0,0.05777,0,0,0,1,4,38,31,0.0,37.71132,1,0
0,0,0,0.10591,0,0,0,1,3,15,55,0.0,76.47402,1,0
0,0,0,0.04395,0,0,0,1,7,49,24,0.0,15.92186,1,0
1,0,19,0.22037,13,0,0,0,17,0,0,159.31297,0.0,0,3
0,0,0,0.05931,0,0,0,1,4,4,32,0.0,38.9392,1,0
0,0,0,0.09277,0,0,0,1,6,10,53,0.0,30.548,1,0
0,0,0,0.12001,0,0,0,1,3,3,68,0.0,43.00102,1,0
1,0,67,2.25639,11,13,0,0,28,0,0,130.56722,0.0,0,3
1,0,1,0.02547,0,0,0,0,24,0,0,0.0,0.0,0,2
1,0,1,0.03536,0,1,0,0,25,0,0,0.2939,0.0,0,2
0,0,0,0.08389,0,0,0,1,5,1,49,0.0,12.6901,1,0
0,0,0,0.00168,0,0,0,1,6,1,0,0.0,22.9717,0,0
0,0,0,0.07703,0,0,0,1,3,15,43,0.0,38.43824,1,0
0,0,0,0.07126,0,0,0,1,8,1,40,0.0,23.80279,1,0
0,0,0,0.07453,0,0,0,1,5,25,43,0.0,17.12132,1,0
1,0,1,0.00911,0,0,0,0,26,0,0,132.74526,0.0,0,2
0,0,0,0.00651,0,0,0,1,28,83,0,0.0,23.12779,0,0
0,0,0,0.07501,0,0,0,1,15,24,43,0.0,21.3961,1,0
0,0,0,0.21077,0,0,0,1,5,8,57,0.0,29.50788,1,0
0,0,0,0.56594,0,0,0,1,4,1,90,0.0,17.52483,1,0
0,0,0,0.03909,0,0,0,1,2,5,20,0.0,32.13853,1,0
0,0,0,0.06323,0,0,0,1,4,34,34,0.0,54.326,1,0
0,0,0,0.08395,0,0,0,1,7,3,48,0.0,20.12996,1,0
0,0,0,0.2194,13,117,0,0,0,0,13,93.93772,0.0,0,0
0,0,0,0.03183,0,0,0,1,3,27,15,0.0,57.63681,1,0
1,0,1,0.02623,1,2,0,0,27,0,0,0.0,0.0,0,2
0,0,0,0.04048,0,0,0,1,1,49,17,0.0,98.46813,1,0
0,0,0,0.07371,34,0,0,1,2,23,42,142.9054,26.14253,1,0
0,0,0,0.22048,0,0,0,1,27,25,0,0.0,42.43623,0,0
0,0,0,0.03486,0,0,0,1,1,23,13,0.0,105.63833,1,0
0,0,0,0.09148,0,0,0,1,6,21,53,0.0,25.42166,1,0
0,0,0,0.2194,13,117,0,0,0,0,13,93.93772,0.0,0,0
0,0,0,0.04061,0,0,0,1,2,61,21,0.0,50.51112,1,0
0,0,0,0.10884,0,0,0,1,8,6,65,0.0,33.32158,1,0
0,0,0,0.09319,0,0,0,1,7,14,53,0.0,34.81785,1,0
0,0,0,0.05454,0,0,0,1,6,16,30,0.0,24.81963,1,0
0,0,0,0.63671,13,377,0,0,0,0,13,75.52972,0.0,0,0
1,0,1,0.00224,0,0,0,0,24,0,0,0.0,0.0,0,1
1,0,1,0.03675,0,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.16019,0,0,0,1,3,5,80,0.0,28.1065,1,0
0,0,0,0.07795,0,0,0,1,8,1,42,0.0,55.03704,1,0
1,43,1,0.00724,0,0,43,0,4,0,0,0.0,0.0,0,4
1,0,1,1.01745,13,234,0,0,28,0,0,165.46205,0.0,1,0
0,0,0,0.14706,0,0,0,1,7,6,90,0.0,22.20751,1,0
0,0,0,0.22893,13,117,0,0,0,0,13,121.40806,0.0,0,0
0,0,0,0.23783,0,0,0,1,6,3,144,0.0,3.83056,1,0
0,0,0,0.03977,0,0,0,1,4,8,20,0.0,44.86304,1,0
0,0,0,0.23069,13,117,0,0,0,0,13,121.69498,0.0,0,0
0,0,0,0.23722,0,0,0,1,6,1,144,0.0,4.20183,1,0
0,0,0,0.11052,0,0,0,1,5,5,65,0.0,9.4063,1,0
1,0,13,3.25388,13,0,0,0,28,0,0,137.17427,0.0,1,3
0,0,0,0.0606,0,0,0,1,4,1,36,0.0,17.27425,1,0
0,0,0,0.05746,0,0,0,1,3,1,32,0.0,18.78435,1,0
0,0,0,1.48905,0,0,0,1,28,40,0,0.0,33.77599,1,0
0,0,0,0.04456,0,0,0,1,4,1,24,0.0,24.02377,1,0
0,0,0,1.59649,13,1026,0,0,3,7,13,120.61657,0.0,0,0
0,0,0,0.02096,1,0,0,1,6,5,28,0.0,14.25567,1,4
0,0,0,0.08884,0,0,0,1,5,15,51,0.0,29.50189,1,0
0,0,0,0.03924,0,0,0,1,2,28,20,0.0,43.32288,1,0
0,0,0,1.05021,13,611,0,0,0,0,13,126.71753,0.0,0,0
0,0,0,0.12184,0,0,0,1,7,10,72,0.0,17.55716,1,0
0,0,0,0.08334,0,0,0,1,5,16,48,0.0,18.76107,1,0
0,0,0,0.03902,0,0,0,1,2,41,21,0.0,7.84131,1,0
0,0,0,0.41054,0,0,0,1,8,1,103,0.0,13.85194,1,0
0,0,0,0.03815,1,0,0,1,1,19,15,150.69383,102.47969,1,0
0,0,0,0.64268,13,351,0,0,0,0,13,106.67446,0.0,0,0
0,0,0,0.23946,0,0,0,1,4,1,144,0.0,19.1158,1,0
0,0,0,0.10338,0,0,0,1,3,19,60,0.0,29.77017,1,0
1,3,1,2.23863,181,181,3,0,5,0,0,139.31641,0.0,0,4
1,0,23,2.1631,15,28,0,0,6,0,0,165.0684,0.0,0,3
0,0,0,0.12741,0,0,0,1,5,1,76,0.0,8.74664,1,0
0,0,0,0.04445,0,0,0,1,4,14,20,0.0,83.11802,1,0
0,0,0,0.0427,0,0,0,1,3,1,21,0.0,51.66708,1,0
0,0,0,0.26534,13,104,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.10366,0,0,0,1,7,6,60,0.0,23.63141,1,0
0,0,0,0.07391,0,0,0,1,4,4,42,0.0,13.24974,1,0
0,0,0,0.04071,0,0,0,1,3,47,22,0.0,18.0492,1,0
0,0,0,0.05765,0,0,0,1,4,23,31,0.0,45.91506,1,0
1,0,1,0.0337,0,0,0,0,27,0,0,0.0,0.0,0,2
0,0,0,0.04662,0,0,0,1,6,54,24,0.0,46.54972,1,0
0,0,0,0.10469,0,0,0,1,2,1,62,0.0,7.04221,1,0
0,0,0,0.05849,0,0,0,1,4,11,32,0.0,33.62134,1,0
0,0,0,0.1223,0,0,0,1,7,10,72,0.0,17.72272,1,0
1,0,1,0.02915,1,5,0,0,25,0,0,82.46239,0.0,0,2
1,0,5,3.38137,11,14,0,0,28,0,0,101.98754,0.0,0,3
0,0,0,0.16009,0,0,0,1,4,1,96,0.0,7.57472,1,0
1,0,1,0.41514,0,0,0,0,25,0,0,0.0,0.0,0,1
1,26,1,0.00664,0,3,3,0,5,0,0,155.21397,0.0,0,4
0,0,0,0.63852,13,377,0,0,0,0,13,91.06845,0.0,0,0
0,0,0,0.05325,0,0,0,1,2,7,29,0.0,25.37135,1,0
1,1,1,0.01295,0,706,26,0,8,0,0,0.0,0.0,0,1
0,0,0,0.23829,0,0,0,1,3,3,144,0.0,14.13451,1,0
0,0,0,0.07503,0,0,0,1,3,24,20,0.0,48.55953,1,0
0,0,0,0.1128,0,0,0,1,5,1,65,0.0,30.75441,1,0
0,0,0,0.10524,0,0,0,1,5,14,62,0.0,13.23577,1,0
0,0,0,0.62951,13,351,0,0,0,0,13,124.97387,0.0,0,0
1,0,1,0.04176,0,0,0,0,28,0,0,0.0,0.0,0,2
0,0,0,0.17243,0,0,0,1,4,6,103,0.0,19.2391,1,0
0,0,0,0.15042,0,0,0,1,8,1,90,0.0,4.91248,1,0
1,1,1,2.07382,49,989,11,0,7,0,0,88.47785,0.0,0,2
0,0,0,1.43567,0,0,0,1,28,25,0,0.0,24.92867,0,0
0,0,0,0.05112,0,0,0,1,6,1,28,0.0,28.70579,1,0
0,0,0,0.31984,0,0,0,1,5,1,85,0.0,57.89934,1,0
1,0,1,0.00372,0,15,0,0,21,0,0,0.0,0.0,0,1
0,0,0,0.04998,0,0,0,1,6,1,24,0.0,65.84315,1,0
0,0,0,0.10491,0,0,0,1,6,15,60,0.0,38.33637,1,0
0,0,0,0.49002,4,987,0,0,5,15,4,137.14723,0.0,0,0
0,0,0,0.23829,0,0,0,1,6,1,144,0.0,15.17406,1,0
1,1,1,0.01499,0,753,14,0,6,0,0,0.0,0.0,0,1
0,0,0,0.21827,13,104,0,0,0,0,13,88.47785,0.0,0,0
0,0,0,0.07458,0,0,0,1,27,24,43,0.0,8.65512,1,0
0,0,0,0.13681,0,0,0,1,3,1,80,0.0,24.46987,1,0
0,0,0,0.03846,0,0,0,1,1,11,19,0.0,56.21294,1,0
1,1,1,2.62917,96,959,10,0,6,0,0,132.01319,0.0,0,0
0,0,0,0.25814,13,117,0,0,0,0,13,159.31297,0.0,0,0
0,0,0,0.23955,0,0,0,1,6,5,144,0.0,19.43005,1,0
0,0,0,0.11302,0,0,0,1,27,4,65,0.0,18.63337,1,0
0,0,0,0.15597,0,0,0,1,5,3,90,0.0,38.07302,1,0
0,0,0,1.4007,0,0,0,1,5,1,76,0.0,16.19281,1,0
0,0,0,0.29734,0,0,0,1,5,1,181,0.0,6.50258,1,0
0,0,0,0.10328,0,0,0,1,6,5,60,0.0,24.89907,1,0
0,0,0,0.42181,18,0,0,1,4,38,25,174.29523,18.24302,1,0
0,0,0,0.10218,0,0,0,1,8,16,60,0.0,16.14918,1,0
0,0,0,0.09729,0,0,0,1,6,16,57,0.0,14.1426,1,0
0,0,0,0.00604,1,0,0,1,6,72,15,0.33191,60.90295,1,4
0,0,0,0.09235,0,0,0,1,7,21,53,0.0,30.70618,1,0
1,0,1,0.01612,0,2,0,0,27,0,0,0.0,0.0,0,1
0,0,0,0.16119,0,0,0,1,8,1,96,0.0,18.41395,1,0
0,0,0,0.16584,0,0,0,1,7,9,103,0.0,3.92374,1,0
1,0,1,0.00224,0,10,0,0,25,0,0,0.0,0.0,1,1
0,0,0,0.18485,0,0,0,1,8,1,111,0.0,11.4624,1,0
0,0,0,0.14723,0,0,0,1,8,9,85,0.0,38.47613,1,0
1,0,1,0.00224,0,3,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.05084,0,0,0,1,4,23,28,0.0,15.63154,1,0
0,0,0,0.11126,0,0,0,1,5,1,65,0.0,15.66617,1,0
0,0,0,0.21813,13,91,0,0,0,0,13,136.03878,0.0,0,0
1,0,74,0.25613,13,0,0,0,28,0,0,181.31284,0.0,0,3
1,0,1,0.3936,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.0918,0,0,0,1,6,17,53,0.0,27.38944,1,0
0,0,0,0.26855,13,104,0,0,0,0,13,167.98916,0.0,0,0
0,0,0,0.64032,13,377,0,0,0,0,13,91.93585,0.0,0,0
1,1,1,0.00642,0,720,5,0,5,0,0,0.0,0.0,0,1
0,0,0,0.04143,0,0,0,1,3,21,22,0.0,23.49565,1,0
0,0,0,0.24145,0,0,0,1,7,1,144,0.0,26.18716,1,0
0,0,0,0.07317,0,0,0,1,4,1,45,0.0,16.93829,1,0
1,0,1,0.00446,0,0,0,0,25,0,0,0.0,0.0,0,1
1,9,1,0.01913,1,0,13,0,4,0,0,159.26941,0.0,0,4
0,0,0,0.25813,13,117,0,0,0,0,13,159.31297,0.0,0,0
0,0,0,0.2023,13,26,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.47015,0,0,0,1,3,1,20,0.0,63.90641,1,0
1,0,1,0.01247,2,0,0,0,9,0,0,139.37881,0.0,0,2
0,0,0,0.07099,0,0,0,1,5,8,40,0.0,23.62664,1,0
0,0,0,0.03159,0,0,0,1,2,57,16,0.0,28.53888,1,0
0,0,0,0.26535,13,104,0,0,0,0,13,165.46205,0.0,0,0
1,0,1,0.01526,1,0,0,0,26,0,0,102.15668,0.0,0,2
0,0,0,0.25786,3,1099,0,0,3,8,3,148.84608,0.0,0,0
0,0,0,0.63591,13,325,0,0,0,0,13,159.31297,0.0,0,0
1,0,1,0.02065,0,0,0,0,26,0,0,1.7005,0.0,0,2
